timestamp,ecg_value,wrist_accel_x,wrist_accel_y,wrist_accel_z,wrist_gyro_x,wrist_gyro_y,wrist_gyro_z,ankle_accel_x,ankle_accel_y,ankle_accel_z,ankle_gyro_x,ankle_gyro_y,ankle_gyro_z,orientation,wrist_accel_magnitude,wrist_gyro_magnitude,ankle_accel_magnitude,ankle_gyro_magnitude,total_accel_magnitude,total_gyro_magnitude
2025-03-11 23:43:27.400,63.0,0.00145,0.11445,1.0084499999999998,0.98,-2.03,-0.385,-0.9720000000000001,-0.2603,0.10072,-0.644,-3.178,0.44799999999999995,0.0,1.0149247792324314,2.2868154713487487,1.0112786996669119,3.273396401293311,2.026203478899343,5.56021187264206
2025-03-11 23:43:27.500,62.86206896551724,0.012889999999999999,0.10881,1.00626,0.798,-0.749,-0.462,-0.9710526315789473,-0.260521052631579,0.10217368421052632,-0.3794736842105263,-2.8663157894736844,0.46421052631578946,0.0,1.0122079607471974,1.1879600161621602,1.0105710731590416,2.92835412727642,2.022779033906239,4.11631414343858
2025-03-11 23:43:27.600,61.29032258064516,0.01123,0.10978999999999998,1.00695,-0.013999999999999995,-1.9739999999999998,-0.8470000000000001,-0.9705666666666666,-0.2607222222222222,0.10263888888888889,-0.5561111111111111,-2.9283333333333332,0.4161111111111111,0.0,1.012979890965265,2.148087754259588,1.0102031840759975,3.009575407894354,2.0231830750412625,5.157663162153942
2025-03-11 23:43:27.700,61.55172413793103,0.008822222222222223,0.11114444444444443,1.0068,0.04666666666666666,-1.6644444444444444,-0.8400000000000001,-0.9712,-0.2597157894736842,0.10096842105263157,-0.523157894736842,-3.006315789473684,0.4163157894736842,0.0,1.0129546678582426,1.8649807201201178,1.0103842602454773,3.0797642191293413,2.02333892810372,4.944744939249459
2025-03-11 23:43:27.800,59.935483870967744,0.01303,0.10677999999999999,1.00684,0.553,-1.547,-0.798,-0.9712000000000001,-0.2603833333333333,0.10146111111111111,-0.4705555555555556,-2.9244444444444446,0.42388888888888887,0.0,1.0125702617102676,1.8264232806225396,1.010605401403376,2.9922365597709066,2.0231756631136437,4.818659840393446
2025-03-11 23:43:27.900,61.06896551724138,0.0104,0.1067111111111111,1.0046222222222223,0.3422222222222222,-2.558888888888889,-0.8477777777777777,-0.9710105263157895,-0.2611684210526316,0.10122105263157895,-0.5342105263157895,-2.9031578947368417,0.40157894736842104,0.0,1.0103272888610324,2.7173066730782445,1.0106018443813745,2.9790891727454167,2.020929133242407,5.696395845823661
2025-03-11 23:43:28.000,61.53125,0.00894,0.10765,1.00777,0.294,-2.527,-0.889,-0.9716833333333335,-0.25914444444444446,0.10140555555555555,-0.4588888888888889,-3.22,0.44333333333333336,0.0,1.0135427070429741,2.6948999981446438,1.010745977019809,3.2826092452179143,2.024288684062783,5.977509243362558
2025-03-11 23:43:28.100,61.77777777777778,0.014744444444444442,0.10474444444444445,1.0069444444444444,-1.6722222222222223,-2.908888888888889,-0.5677777777777777,-0.9702473684210526,-0.2604842105263158,0.10222105263157895,0.5342105263157896,-2.696842105263158,0.4715789473684211,0.0,1.0124850179047005,3.4029888823405425,1.0097926140859834,2.7893950833017405,2.0222776319906837,6.192383965642283
2025-03-11 23:43:28.200,61.3125,0.01744,0.11063,1.00654,0.9730000000000001,-2.52,-0.6859999999999999,-0.9703277777777779,-0.26310555555555554,0.10161111111111111,-0.5911111111111111,-2.9866666666666664,0.44722222222222224,0.0,1.0127516586508263,2.7870638672265837,1.0104876781003282,3.077271167691624,2.0232393367511543,5.8643350349182075
2025-03-11 23:43:28.300,60.86206896551724,0.013550000000000001,0.10711999999999999,1.0060499999999999,0.602,-0.476,-1.078,-0.9716315789473683,-0.2596473684210526,0.10137368421052631,-0.4789473684210526,-3.0136842105263155,0.43473684210526314,0.0,1.0118275047655108,1.3232777486227145,1.0108220936377228,3.0823171842587405,2.0226495984032336,4.4055949328814545
2025-03-11 23:43:28.400,60.935483870967744,0.014933333333333333,0.1082111111111111,1.0057333333333334,0.7855555555555556,-2.4811111111111113,-0.5211111111111111,-0.9709166666666668,-0.2607611111111111,0.10138888888888889,-0.44333333333333336,-2.9827777777777778,0.4627777777777778,0.0,1.011648252501888,2.6541602564025157,1.0104232961829096,3.0508475851235706,2.0220715486847975,5.705007841526086
2025-03-11 23:43:28.500,60.92857142857143,0.012620000000000001,0.10946,1.00582,0.392,-2.121,-0.504,-0.9717,-0.26021666666666665,0.10158333333333333,-0.44333333333333336,-3.0566666666666666,0.4511111111111111,0.0,1.0118372539099358,2.215021670322889,1.0110552790140717,3.121419034689745,2.0228925329240077,5.336440705012634
2025-03-11 23:43:28.600,60.8125,0.0153,0.10708888888888889,1.0069555555555556,0.948888888888889,-0.3188888888888889,-0.8555555555555556,-0.9705736842105263,-0.2597421052631579,0.10286842105263157,-0.5305263157894737,-3.01,0.3868421052631579,0.0,1.012749530233243,1.3168354322220965,1.009980767033904,3.0807799314702087,2.022730297267147,4.397615363692305
2025-03-11 23:43:28.700,59.275862068965516,0.010620000000000001,0.10735999999999998,1.0071400000000001,0.406,-2.065,-0.665,-0.9705166666666667,-0.26232222222222223,0.10199444444444444,-0.4161111111111111,-2.9322222222222223,0.5016666666666666,0.0,1.012901739360734,2.207099000951249,1.010504040193266,3.003788451560528,2.023405779554,5.210887452511777
2025-03-11 23:43:28.800,58.516129032258064,0.014000000000000002,0.10922000000000001,1.00689,0.616,-1.526,-0.567,-0.971963157894737,-0.2586421052631579,0.10163157894736842,-0.523157894736842,-2.9326315789473685,0.4163157894736842,0.0,1.0128931239276926,1.740580650242901,1.0109090447508138,3.0078798176173724,2.0238021686785066,4.748460467860274
