timestamp,ecg_value,wrist_accel_x,wrist_accel_y,wrist_accel_z,wrist_gyro_x,wrist_gyro_y,wrist_gyro_z,ankle_accel_x,ankle_accel_y,ankle_accel_z,ankle_gyro_x,ankle_gyro_y,ankle_gyro_z,orientation,wrist_accel_magnitude,wrist_gyro_magnitude,ankle_accel_magnitude,ankle_gyro_magnitude,total_accel_magnitude,total_gyro_magnitude
2025-03-12 00:14:37.200,204.28125,0.70007,0.35061,0.61426,0.602,-3.71,-1.659,-0.9496499999999999,-0.3378611111111111,0.040572222222222225,-0.4705555555555556,-3.2783333333333333,0.4627777777777778,0.15,0.9951586429308645,4.108379850987491,1.008777159791638,3.344107541170526,2.0039358027225025,7.452487392158018
2025-03-12 00:14:37.300,203.89285714285714,0.6983333333333334,0.35157777777777777,0.6129777777777777,-0.14777777777777779,-1.0811111111111111,-0.7155555555555555,-0.949811111111111,-0.33785,0.040294444444444445,-0.4666666666666667,-3.1655555555555557,0.42388888888888887,0.15,0.9934878631976274,1.3048598619235934,1.0089139762850001,3.2277238951325864,2.0024018394826273,4.53258375705618
2025-03-12 00:14:37.400,203.84375,0.71742,0.35507,0.61767,0.266,0.4620000000000001,-0.13999999999999999,-0.9493684210526316,-0.3377157894736842,0.040536842105263156,-0.648421052631579,-3.2310526315789474,0.35368421052631577,0.15,1.0110798139612915,0.5511805511808269,1.0084619918071616,3.3143994162298407,2.019541805768453,3.8655799674106675
2025-03-12 00:14:37.500,203.96428571428572,0.7129555555555556,0.3390888888888889,0.6362,1.4933333333333334,-2.247777777777778,1.2366666666666668,-0.9493999999999999,-0.33767777777777774,0.04118333333333333,-0.5016666666666666,-3.2744444444444443,0.4433333333333333,0.15,1.0139217616588727,2.9684834220794456,1.0085051851871574,3.342184960268054,2.0224269468460303,6.310668382347499
2025-03-12 00:14:37.600,204.09375,0.6999500000000001,0.33731,0.6204500000000001,-0.665,-2.646,-1.512,-0.9497833333333333,-0.33800555555555556,0.0403,-0.5794444444444444,-3.3094444444444444,0.40055555555555555,0.15,0.9943169721472124,3.1192442995058913,1.0089401497929387,3.3835814085297473,2.003257121940151,6.502825708035639
2025-03-12 00:14:37.700,203.79310344827587,0.71068,0.34794,0.6214299999999999,-0.525,-0.9099999999999999,-0.952,-0.9497684210526316,-0.33697894736842104,0.04013157894736843,-0.5636842105263158,-3.1647368421052633,0.4568421052631579,0.15,1.0061329687968683,1.4177549153503224,1.0085759308188684,3.246845219303862,2.0147088996157367,4.664600134654185
2025-03-12 00:14:37.800,203.74193548387098,0.7143666666666666,0.3464777777777777,0.6241,0.3655555555555556,-1.0733333333333333,-1.3922222222222222,-0.9495666666666666,-0.33795,0.040372222222222226,-0.5288888888888889,-3.3405555555555555,0.42,0.15,1.0098848424143574,1.795538366254355,1.0087204633948916,3.408142437830791,2.018605305809249,5.203680804085145
2025-03-12 00:14:37.900,203.66666666666666,0.70561,0.3457,0.63255,0.483,-2.3449999999999998,-0.399,-0.9499842105263159,-0.3380263157894737,0.040510526315789476,-0.42368421052631583,-3.3084210526315787,0.42368421052631583,0.15,1.0087187242239533,2.4272443222716578,1.009144634409704,3.3622412884851762,2.017863358633657,5.789485610756834
2025-03-12 00:14:38.000,203.2258064516129,0.70404,0.3399,0.6180899999999999,-1.8199999999999998,-2.2190000000000003,-0.9030000000000001,-0.9495,-0.33755555555555555,0.04006666666666667,-0.4666666666666667,-3.212222222222222,0.4861111111111111,0.15,0.996614057546852,3.0086159608697156,1.0085134311768968,3.282141586687224,2.005127488723749,6.2907575475569395
2025-03-12 00:14:38.100,203.55172413793105,0.7116555555555555,0.3429,0.6254000000000001,0.19444444444444442,-0.5755555555555555,-1.1277777777777778,-0.9496105263157895,-0.33761052631578947,0.040768421052631586,-0.541578947368421,-3.271578947368421,0.4605263157894737,0.15,1.007551090393478,1.2809978749223416,1.008664009134905,3.3479278744667695,2.0162150995283827,4.628925749389111
